泛江送魏十八倉曹還京因寄岑中允參范郎中季明 // 2776,3.829,PDF
送路六侍御入朝 // 2779,3.830,PDF
泛江送客 // 2782,3.830,PDF
上牛頭寺 // 2784,3.831,PDF
望牛頭寺 // 2786,3.831,PDF
上兜率寺 // 2791,3.832,PDF
望兜率寺 // 2795,3.834,PDF
舟中夜雪有懷盧十四侍御弟 // 5916,3.834,PDF
數陪章梓州泛江有女樂在諸舫戲爲豔曲二首以贈章 // 2803,3.835,PDF
登牛頭山亭子 // 2789,3.,PDF
陪章梓州王閬州蘇遂州李果州四使君登惠義寺 // 2800,3.,PDF
送何侍御歸朝 // 2808,3.,PDF
江亭送眉州辛别駕昇之 // 3086,3.,PDF
歸雁 // 3175,3.,PDF
短歌行送邛州錄事 // 2852,3.,PDF
惠義寺園送辛員外 // 2819,3.,PDF
又送 // 2820,3.,PDF
涪江泛舟送韋班歸京 // 2774,3.,PDF
涪城縣香積寺官閣 // 2771,3.,PDF
題玄武禪師屋壁 // 2654,3.,PDF
韋諷録事宅觀曹將軍霸畫馬圖 // 3207,3.,PDF
送韋諷上閬州録事參軍 // 3214,3.,PDF
陪章留後惠義寺餞嘉州崔都督赴州 // 2875,3.,PDF
㯶拂子 // 2886,3.,PDF
陪章留後侍御宴南樓得風字 // 2879,3.,PDF
臺上 // 2884,3.,PDF
對雨 // 2955,3.,PDF
警急 // 2960,3.,PDF
王命 // 2963,3.,PDF
征夫 // 2967,3.,PDF
倦夜 // 2920,3.,PDF
悲秋 // 2658,3.,PDF
有感五首 // 3059,3.,PDF
送元二適江左 // 2909,3.,PDF
章梓州水亭 // 2893,3.,PDF
章梓州橘亭餞成都竇少尹 // 2890,3.,PDF
送陵州路使君赴任 // 2905,3.,PDF
九日 // 2915,3.,PDF
薄暮 // 2923,3.,PDF
薄遊 // 2942,3.,PDF
客夜 // 2661,3.,PDF
客亭 // 2664,3.,PDF
閬州東樓筵奉送十一舅往青城縣 // 2935,3.,PDF
王閬州筵奉酬十一舅惜别之作 // 2932,3.,PDF
放舡 // 2939,3.,PDF
夜 // 3785,3.,PDF
送李卿曄 // 3025,3.,PDF
發閬中 // 2986,3.,PDF
光祿坂行 // 2639,3.,PDF
冬狩行 // 2988,3.,PDF
丹青引贈曹將軍霸 // 3200,3.,PDF
桃竹杖引贈章留後 // 3000,3.,PDF
寄題江外草堂梓州作寄成都故居 // 2856,3.,PDF
山寺 // 2994,3.,PDF
將適吴楚留别章使君留後兼幕府諸公得柳字 // 3005,3.,PDF
送裴二虯作尉永嘉 // 0481,3.,PDF
送韋書記赴安西 // 0326,3.,PDF
遊子 // 3097,3.,PDF
將赴荆南寄别李劍州弟 // 5418,3.,PDF
奉寄别馬巴州 // 3021,3.,PDF
述古三首 // 2862,3.,PDF
閬山歌 // 3074,3.,PDF
閬水歌 // 3077,3.,PDF
南池 // 2925,3.,PDF
苦戰行 // 2641,3.,PDF
去秋行 // 2643,3.,PDF
泛江 // 3092,3.,PDF
陪王使君晦日泛江就黄家亭子二首 // 3079,3.,PDF
傷春五首 // 3036,3.,PDF
城上 // 3028,3.,PDF
登樓 // 3162,3.,PDF
遣憤 // 3470,3.,PDF
釋悶 // 3056,3.,PDF
青絲 // 3463,3.,PDF
江亭王閬州筵餞蕭遂州 // 3083,3.,PDF
滕王亭子二首 // 3099,3.,PDF
玉臺觀二首 // 3104,3.,PDF
渡江 // 3093,3.,PDF
絶句二首 // 3177,3.,PDF
送韋郎司直歸成都 // 2854,3.,PDF
奉待嚴大夫 // 3114,3.,PDF
奉寄高常侍 // 3168,3.,PDF
奉寄章十侍御時初罷梓州刺史東川留後將赴朝廷 // 3110,3.,PDF
春遠 // 3358,3.,PDF
暮寒 // 3095,3.,PDF
雙鷰 // 3030,3.,PDF
百舌 // 3033,3.,PDF
喜雨 // 2846,3.,PDF
送梓州李使君之任 // 2615,3.,PDF
天邊行 // 3018,3.,PDF
大麥行 // 2600,3.,PDF
自閬州領妻子却赴蜀山行三首 // 3117,3.,PDF
閬州别房太尉墓 // 3122,3.,PDF
將赴成都草堂途中有作先寄嚴鄭公五首 // 3124,3.,PDF
行次鹽亭縣聊題四韻奉簡嚴遂州蓬州兩使君咨議諸昆季 // 2810,3.,PDF
倚杖 // 2814,3.,PDF
陪王漢州留杜綿州泛房公西湖 // 2830,3.,PDF
得房公池鵝 // 2834,3.,PDF
答楊梓州 // 2835,3.,PDF
投簡梓州幕府兼簡韋十郎官 // 2843,3.,PDF
莫相疑行 // 3373,3.,PDF
寄司馬山人十二韻 // 3179,3.,PDF
春歸 // 3135,3.,PDF
歸來 // 3138,3.,PDF
草堂 // 3141,3.,PDF
除草 // 3342,3.,PDF
四松 // 3151,3.,PDF
水檻 // 3155,3.,PDF
破船 // 3158,3.,PDF
王録事許修草堂貲不到聊小詰 // 3174,3.,PDF
寄邛州崔録事 // 3172,3.,PDF
