奉贈韋左丞丈二十二韻,7.2251,0276
送高三十五書記,7.2252,0388
贈李白,7.2253,0076
遊龍門奉先寺,7.2253,0042
望嶽,7.2253,0003
陪李北海宴歷下亭,7.2253,0079
同李太守登歷下古城員外新亭亭對鵲湖,7.2253,0084
玄都壇歌寄元逸人,7.2253,0271
今夕行,7.2254,0144
貧交行,7.2254,0317
兵車行,7.2254,0229
高都護驄馬行,7.2255,0167
天育驃騎歌,7.2255,0549
白絲行,7.2255,0319
秋雨歎三首,7.2256,0465
歎庭前甘菊花,7.2256,0490
醉時歌,7.2256,0409
醉歌行,7.2257,0598
贈衞八處士,7.2257,1324
苦雨奉寄隴西公兼呈王徵士,7.2258,0476
同諸公登慈恩寺塔,7.2258,0295
示從孫濟,7.2258,0501
